07c055536ebf10dfbb6c6db6dbfc36e5,moveis_decoracao,59,473,1
081c9dacbe5aed5910bef759117070a5,moveis_decoracao,63,693,1
08ba0b9a5d17ce718c503eee72338e98,relogios_presentes,46,451,4
114cf6e338f90a48f7fae837c70e8325,moveis_decoracao,26,304,1
156687e7a24c248ccf007521b1b49857,cama_mesa_banho,44,284,1
15f4274d2a06f9da4e476ad9bb5c80b9,papelaria,53,139,1
1d33febb6ca114fb1b9490005ee49de6,cama_mesa_banho,57,941,1
1ffe0f57d9bad302d252f7df6d6d29fc,automotivo,59,1391,3
211293b50935ced8d4370f552c482d74,bebidas,55,1736,3
21fd3b391a97c2fedab9d0efdd183a93,utilidades_domesticas,57,983,2
23365beed316535b4105bd800c46670e,telefonia,56,351,1
2820a0ee65a765e5dbb7ef1da30d2f4f,automotivo,51,2242,2
286ae430a4ebbf9a6048a42f362fa322,relogios_presentes,52,220,1
29427de7f8a9ee983d9dbc51cec569b4,cool_stuff,54,995,1
2de5c479fb0c490a0f2a2f3ab36e71b6,ferramentas_jardim,56,511,6
3258acb04d37e2f91f76c9250f3b80a0,beleza_saude,60,919,1
329851bd191cfd30470ffd5aa5457c23,malas_acessorios,45,218,1
332842d24e84234cd91299a225de76ab,relogios_presentes,58,1209,1
368c6c730842d78016ad823897a372db,ferramentas_jardim,57,366,2
391f848f4bc78479c9370a65a94f1d7f,beleza_saude,53,1422,2
3f7b6fe5f870dc2ab126236c8f70e214,telefonia,55,2065,6
3fc00af0f0a8d4ac2933d3900416c977,climatizacao,59,624,5
41db6d8062fcd38410c699743ccc0265,telefonia,49,1438,2
4231002e80d2a25aed31d65b4b91f479,pet_shop,50,776,4
429e7401fafb76436f15e86498bd7364,cama_mesa_banho,60,233,1
437c05a395e9e47f9762e677a7068ce7,beleza_saude,40,409,1
44a34214a57dc373dcd80f54c919d006,esporte_lazer,21,207,2
4713819035a9ef628d084f8ff4fa71f2,beleza_saude,60,919,1
4ac50dbde931c0a5ed8c33d3dc047351,beleza_saude,33,1087,1
4cae700683e540b8fe2cea0ab7e75037,automotivo,54,124,1
4debd977b5bc245487ec61b7961b16e3,telefonia,59,506,3
4eba76ab901d06e619d8d7ac69b3579a,bebes,25,641,2
54d2c5fad57672a4137d94c034827a13,utilidades_domesticas,59,362,1
58c975d8b74f2c5a520b580f46456cf5,fashion_bolsas_e_acessorios,40,562,1
5a21ffb33906d29b4ad9edf60f6f1b2e,esporte_lazer,41,1663,3
5cd47d379b62715339c690e8ffe65df4,relogios_presentes,59,1256,2
603751cec205d947f27ef1ab32b7fb26,cool_stuff,22,683,3
64315bd8c0c47303179dd2e25b579d00,brinquedos,55,889,1
6603a1f90a028304a932b64612e2a39b,eletroportateis,54,726,5
685919d3ededc26c0ec078b32241025a,bebes,48,1369,2
7329db39e452f3fa1b4f8285055a8e36,papelaria,58,115,1
79ad39409fa4bcc36b4b7f734c79c2a2,fashion_bolsas_e_acessorios,59,874,3
81227b918dc751995a7301b5f38437b8,telefonia_fixa,53,1265,1
84183944dc7cddca87a5d384452c1d3c,beleza_saude,57,2563,2
868b3136c5b206f91b8208fbfdf2cb7c,cama_mesa_banho,57,364,2
87e24fe285640cc6f3d7580f673ee507,eletronicos,56,184,3
8aba3ad68202f2aeee71c889cb67c9a9,papelaria,27,852,4
8bd4145633bb6d4e5ae091577f6b8dce,cama_mesa_banho,49,114,1
994e65eb77f3501f497e7fd860b0ea9e,ferramentas_jardim,53,1725,2
99a4788cb24856965c36a24e339b6058,cama_mesa_banho,54,245,1
9da0bebb7f9168679e748abbfad05edd,cama_mesa_banho,50,147,1
9df2b21ec85378d71df4404712e17478,bebes,45,1042,2
9e0bbeed8f6cb9acb9809733f155800b,cama_mesa_banho,53,442,1
a237de12bdf0bfe4fe220bae65a89731,moveis_decoracao,57,954,7
a32a25c59034cb4c034031798e2fba85,moveis_decoracao,46,608,1
a45af86c4a7948f5fabbb5b0132475cd,utilidades_domesticas,36,597,3
a703f5ade6e4fae527357132230ea778,beleza_saude,57,1271,5
a77e013f372e02ec1490a7018244acce,esporte_lazer,29,1728,1
af3ec22cce878225aae6d9eb6c7a78eb,cool_stuff,38,840,1
b1688f579e9213539ee21cf15ac4382a,telefonia,60,747,6
b248cbdf748a977cdf76991dd59fc429,automotivo,42,96,1
b60704f84087891432bf27f3dd5fd003,bebes,47,704,4
ba4d4408f422ce8b42de69cbf879f5f9,alimentos_bebidas,38,916,1
ba9f160a6ae1c23f25d690fd06fe4fd8,brinquedos,56,707,5
bae1013381fa74d68d18c89d313f97eb,moveis_decoracao,63,431,4
bfddb6c856f2b1dc2c2aee34842c31b6,casa_construcao,57,1447,4
c53feca3e876804031ed4a4b48ac8f1e,pet_shop,60,1308,4
c5fff00bf5f821911d676badbb286675,cama_mesa_banho,59,425,1
c69da983317ecee971f64fc8202c959a,informatica_acessorios,52,210,1
cadb69af336c16aba5c5223599821245,eletronicos,41,386,1
cae7248e9bdfda82584faea19dbf793f,relogios_presentes,56,280,3
cc355167431c600415628883f63f9da5,relogios_presentes,57,1616,3
cf28a2b7bc92809a0574cf07772c88c4,cama_mesa_banho,57,58,1
d03bd02af9fff4b98f1c972315e5e9ef,moveis_decoracao,56,209,1
d189fbf8b5d79a670cebcaaad68d77b2,papelaria,49,453,1
d3c044bd42d84a79e3b0c42662806a48,esporte_lazer,32,3831,1
d60c79092c4d9018a9e4f08f24b7a280,utilidades_domesticas,28,735,2
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44,916,2
daa7499d1e545811c843e8189cd30286,fashion_bolsas_e_acessorios,41,1359,1
dc3665bc3584a881a2462a1efbc71107,cama_mesa_banho,60,613,2
dcb7642f668e09b75d526454940124b9,telefonia,44,464,1
dcbdf52239601eca861bf0d1aa598fab,telefonia,32,451,2
dd1b2eb34840957a13204dd3dbc588bd,cool_stuff,52,673,1
e03102efbc2229024c89be731f0aedcb,papelaria,57,366,4
e0cf79767c5b016251fe139915c59a26,beleza_saude,55,388,1
e4d325bd1eea550509bdbbc5c3301fc1,perfumaria,59,874,1
e5da60b217874889dd4becf29412d793,telefonia,53,428,1
ebe8bbf509715e46f138ac98b1cbb12e,casa_construcao,24,1113,1
ebee6703e867082f455a058a8bd04092,consoles_games,53,321,2
ed5f0d58e27cf65a07283c251747936f,consoles_games,55,864,6
f109f04ad95889f2f041a91afe3d894e,beleza_saude,47,189,1
f4685661dba7a38783007afb3e5fe8ac,bebes,51,737,2
f5068d43799fc3243cf62b290d885d3e,consoles_games,55,546,5
f72f94500a6463e91cc9ad3a4fa04234,utilidades_domesticas,53,272,1
f89d2b130b571d24532514dca6fee2a8,eletronicos,41,383,1
fa23bf270fb9880690b07d09b9f9ff20,esporte_lazer,60,475,4
ff9fa77f938462abd16b53c0d934099f,esporte_lazer,57,3469,1
ffbe3df3856b1fef3fee8f1264105a89,beleza_saude,44,1641,1
